date_of_sale,address,postal_code,county,price,vat_exclusive,description_of_property,property_size_description,is_big,log_price,is_full_market_price,year,month,quarter
07/03/2014,"133 SCARRIFF HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",NA,Dublin,2460,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3909351071033793,Yes,7,3,1
03/05/2017,"22 WHITETHORN CRESCENT, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,Yes,3,5,2
11/06/2014,"43 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,2700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4313637641589874,Yes,11,6,2
11/07/2018,"MAIN ST, CLONMELLON, WESTMEATH",NA,Westmeath,970,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9867717342662448,Yes,11,7,3
25/09/2014,"CREEVY, CARRICKMACROSS, MONAGHAN",NA,Monaghan,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,25,9,3
20/09/2016,"84 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,4650,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.667452952889954,Yes,20,9,3
28/08/2018,"30 ASHFORD, CUSHLA, MONKSLAND",NA,Roscommon,1835,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.263636068588108,No,28,8,3
25/09/2014,"70 Carraigweir, Tuam, Co Galway",NA,Galway,1070,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.0293837776852097,Yes,25,9,3
14/06/2016,"4 BROOMHALL COURT, RATHNEW, WICKLOW",NA,Wicklow,2750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.439332693830263,Yes,14,6,2
16/08/2016,"30 ARLINGTON HEIGHTS, PARK ROAD, KILLARNEY",NA,Kerry,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,16,8,3
22/01/2016,"SUMMERHILL HOUSE, CLAREGALWAY, CO GALWAY",NA,Galway,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,22,1,1
23/01/2015,"62 DROIMNEACH, BWEENG, CORK",NA,Cork,1130,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.05307844348342,Yes,23,1,1
14/10/2010,"37 St. Mollerans, Carrickbeg, Carrick-on-Suir",NA,Tipperary,1050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0211892990699383,Yes,14,10,4
24/08/2015,"66 KILLEGLAND WALK, ASHBOURNE, MEATH",NA,Meath,1150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.060697840353612,Yes,24,8,3
14/04/2010,"2 Ros Mhuire, Crobally Upper, Tramore",NA,Waterford,1700,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.230448921378274,Yes,14,4,2
12/06/2012,"24 Castleview, Raphoe",NA,Donegal,850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.929418925714293,Yes,12,6,2
22/12/2011,"3 Woodstown Heath, Knocklyon",Dublin 16,Dublin,2820,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.450249108319361,Yes,22,12,4
04/11/2014,"19 NANGLE COURT, WINDTOWN, NAVAN",NA,Meath,1400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.146128035678238,Yes,4,11,4
21/06/2012,"41 Hampton Wood Park, Hampton Wood",NA,Dublin,1674.0088,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.223757736680775,Yes,21,6,2
28/04/2015,"24 DROIM NA COILLE, DROMIN RD, NENAGH",NA,Tipperary,1550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1903316981702914,Yes,28,4,2
02/09/2011,"18 The ABBEY, Classes Lake, Ovens",NA,Cork,1356.8281,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.132524829273319,Yes,2,9,3
12/07/2018,"1 GRIFFEEN GLEN BLVD, GRIFFEEN AVE, LUCAN",NA,Dublin,3400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.531478917042255,Yes,12,7,3
20/12/2017,"8 HERBERT PARK, KILBRIDE LANE, BRAY",NA,Wicklow,3300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5185139398778875,Yes,20,12,4
14/05/2015,"76 THE GARDEN, BALYMACOOLWOOD, LETTERKENNY",NA,Donegal,670,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.8260748027008264,Yes,14,5,2
02/08/2018,"8 ELTON DR, MILLFARM, DUNBOYNE",NA,Meath,5650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7520484478194387,Yes,2,8,3
29/02/2016,"3 MILESTOWN COTTAGE, KILSARAN, COUNTY LOUTH",NA,Louth,1280,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1072099696478683,No,29,2,1
23/09/2016,"2 THE ARCHES, WESTGATE, DROGHEDA",NA,Louth,300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.4771212547196626,Yes,23,9,3
29/08/2014,"APT 31 ROCKABILL, HOLMPATRICK, SKERRIES",NA,Dublin,1770,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.247973266361807,Yes,29,8,3
21/12/2012,"56 STRAFFAN GATE, STRAFFAN",NA,Kildare,2202.63,Yes,New Dwelling house /Apartment,lt_38_square_meters,Not Big,3.342941550054129,Yes,21,12,4
15/01/2013,"TRAGALEE, TUOSIST, KENMARE",NA,Kerry,1550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1903316981702914,Yes,15,1,1
01/07/2017,"MAIN ST, CRINKLE, BIRR",NA,Offaly,380,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.57978359661681,Yes,1,7,3
04/02/2016,"10 ALLOW HILL, FREEMOUNT, CO CORK",NA,Cork,347.2386,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.540627996559793,Yes,4,2,1
29/09/2017,"5 SARSFIELD COURT, LIDDY ST, LIMERICK",NA,Limerick,583.3333,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7659167691498037,Yes,29,9,3
17/11/2015,"3 THE MEWS, MONKSTOWN CASTLE, MONKSTOWN AVE",NA,Dublin,6950,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8419848045901137,Yes,17,11,4
01/06/2012,"Ballinagulkee, Ballinamult",NA,Waterford,800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9030899869919438,Yes,1,6,2
12/03/2015,"APT 6, CARRIG HOUSE, GREENSHILL",NA,Kilkenny,833.34,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.920822228294333,Yes,12,3,1
08/10/2013,"Main Street, Mooncoin",NA,Kilkenny,170,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.230448921378274,Yes,8,10,4
28/09/2011,"59 Ballymany Manor, Newbridge",NA,Kildare,1690,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2278867046136734,Yes,28,9,3
18/09/2015,"69 CARDINAL COURT, WILTON, CORK",NA,Cork,2050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.311753861055754,Yes,18,9,3
30/07/2014,"5 BAYVIEW, ROSSES POINT, CO SLIGO",NA,Sligo,2800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4471580313422194,Yes,30,7,3
08/02/2017,"26 Meadowbrook, tulsk",NA,Roscommon,470,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,2.6720978579357175,Yes,8,2,1
02/06/2017,"20 AN CLAIRIN, KILLYGORDON, DONEGAL",NA,Donegal,600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7781512503836434,Yes,2,6,2
28/10/2011,"No 11 Rosan, Bunratty",NA,Clare,2450,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3891660843645326,Yes,28,10,4
08/11/2010,"27 Tulla House, Clare Village, Clare Hall",NA,Dublin,1673.5682000000002,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.2236434150984294,Yes,8,11,4
30/04/2018,"1 Wygram Green, St. John's Drive, Wexford",NA,Wexford,3964.7577,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.5982166512328484,Yes,30,4,2
04/05/2012,"92 Barton Drive, Rathfarnham, Dublin 14",Dublin 14,Dublin,2650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.423245873936808,Yes,4,5,2
09/12/2013,"9 RICHVIEW PARK, DARTRY, DUBLIN 6",NA,Dublin,8330.02,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.920646044129382,Yes,9,12,4
30/06/2010,"Corluddy, Carrigeen",NA,Kilkenny,800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9030899869919438,Yes,30,6,2
19/12/2012,"5 Castle Park, Rochfortbridge",NA,Westmeath,500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6989700043360187,Yes,19,12,4
03/09/2015,"APT 51 HAMPTON WOOD AVENUE, JAMESTOWN ROAD, FINGLAS",NA,Dublin,1450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.161368002234975,Yes,3,9,3
14/03/2018,"216 BROOKFIELD HALL, CASTLETROY, LIMERICK",NA,Limerick,1940,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.287801729930226,Yes,14,3,1
18/06/2015,"Corryrorke, Mullagh",NA,Cavan,330,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.5185139398778875,Yes,18,6,2
13/10/2016,"APT 6, BERWICK HOUSE, GREAT WILLIAM OBRIEN ST",NA,Cork,460,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6627578316815743,Yes,13,10,4
27/07/2015,"TULLYARB, CARNDONAGH, DONEGAL",NA,Donegal,1100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.041392685158225,Yes,27,7,3
28/02/2014,"673 RIVER FOREST, LEIXLIP, KILDARE",NA,Kildare,2200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.342422680822206,Yes,28,2,1
08/12/2017,"Apartment 12 Loftus Hall, Hazelbrook Square, Whitehall Road",NA,Dublin,3832.6,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.583493495263296,No,8,12,4
12/09/2013,"Scrahallia, Murrintown",NA,Wexford,2130,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3283796034387376,Yes,12,9,3
30/11/2015,"FANISK, KILLEAGH, COUNTY CORK",NA,Cork,990,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9956351945975497,Yes,30,11,4
06/05/2016,"COOLKELURE LODGE, DUNMANWAY, CORK",NA,Cork,1700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.230448921378274,Yes,6,5,2
09/02/2018,"49 WATERSIDE, ROSBERCON, NEW ROSS",NA,Wexford,510,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7075701760979363,Yes,9,2,1
17/12/2014,"43 Glasthule Road, Sandycove, County Dublin",NA,Dublin,16850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,4.226599905207357,Yes,17,12,4
07/11/2014,"GUYSCLIFF, CASTLEROCK, CARRIGALINE",NA,Cork,7250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8603380065709936,Yes,7,11,4
04/03/2016,"Beechwood House, Crory, Ferns",NA,Wexford,2250,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.3521825181113627,Yes,4,3,1
26/05/2014,"5 BERWICK HOUSE, COLIEMORE RD, DALKEY",NA,Dublin,5750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7596678446896306,Yes,26,5,2
10/06/2014,"5 COUNTY VIEW TERRACE, BALLINACURRA RD, LIMERICK",NA,Limerick,500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6989700043360187,Yes,10,6,2
28/03/2013,"Ballygarrett, Duagh",NA,Kerry,1650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2174839442139063,Yes,28,3,1
13/10/2014,"CARKERBEG, DONERAILE, CORK",NA,Cork,1350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.130333768495006,Yes,13,10,4
15/10/2015,"21 AISLING COURT, BALLYBOFEY, DONEGAL",NA,Donegal,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,15,10,4
23/03/2015,"73 Drominbeg, Rhebogue, Limerick",NA,Limerick,1350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.130333768495006,Yes,23,3,1
26/09/2012,"17 Ard Caoin, Manorcunningham",NA,Donegal,569,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.7551122663950713,Yes,26,9,3
17/12/2015,"19 Forest Walk, Castlemartyr",NA,Cork,1101.3215,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.041914117603944,Yes,17,12,4
20/12/2013,"67 THE LIMES, WEDGEWOOD ESTATE DUBLIN 18, DUBLIN",NA,Dublin,3550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.550228353055094,Yes,20,12,4
20/12/2017,"53 MILL MEADOWS, ARKLOW, WICKLOW",NA,Wicklow,1400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.146128035678238,Yes,20,12,4
16/10/2014,"9 AYRES COURT, DUNMORE RD, WATERFORD",NA,Waterford,800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9030899869919438,Yes,16,10,4
03/10/2016,"1570 PAIRC MHUIRE, NEWBRIDGE, KILDARE",NA,Kildare,1300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.113943352306837,Yes,3,10,4
21/12/2016,"55 ARDMORE WOOD, HERBERT RD, BRAY",NA,Wicklow,4370,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.640481436970422,Yes,21,12,4
20/02/2012,"13 Ellensborough Lodge, Kiltipper Road, Tallaght",NA,Dublin,2100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.322219294733919,Yes,20,2,1
16/03/2018,"ARDROSSA, BALLYGORAN, MAYNOOTH",NA,Kildare,4160,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6190933306267428,Yes,16,3,1
31/05/2017,"LISDERMOTT, FERBANE, CO OFFALY",NA,Offaly,110,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.041392685158225,Yes,31,5,2
06/08/2015,"908 LADY CASTLE, K CLUB, STRAFFAN",NA,Kildare,7170,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8555191556678,Yes,6,8,3
18/11/2016,"HILLVIEW, KNOCKADALTEEN, BALLYMOTE",NA,Sligo,1600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.204119982655925,Yes,18,11,4
15/12/2016,"71 DUN DARRACH, DUBLIN RD, LONGFORD",NA,Longford,850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.929418925714293,Yes,15,12,4
29/06/2015,"39 Cherbury Court, Booterstown",NA,Dublin,3280,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.515873843711679,Yes,29,6,2
16/06/2014,"Number 6, The Village Square, Collooney",NA,Sligo,308.37,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.4890721207790607,Yes,16,6,2
01/07/2016,"CLOHERNAGH, DUNMORE EAST, WATERFORD",NA,Waterford,2680,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.428134794028789,Yes,1,7,3
14/06/2016,"16 Gort an Duin, Oranhill, Galway",NA,Galway,2458.15,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3906083806597302,Yes,14,6,2
22/08/2011,"Teach Ban, Marsh Lane, Portrane",NA,Dublin,2496.43,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3973193929266996,No,22,8,3
01/08/2018,"72 ARDOYNE HOUSE, PEMBROKE PARK, DUBLIN 4",Dublin 4,Dublin,6000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.778151250383644,Yes,1,8,3
21/10/2016,"3 CORAGH VIEW, COOTEHILL, CAVAN",NA,Cavan,1520,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1818435879447726,Yes,21,10,4
15/12/2015,"TRAVELLERS JOY HOUSE, STACKALLEN, NAVAN ROAD SLANE",NA,Meath,2250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3521825181113627,Yes,15,12,4
07/12/2010,"111 Browneshill Wood, Browneshill, Carlow",NA,Carlow,1753.3039999999999,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.243857223610102,Yes,7,12,4
09/11/2015,"8 CONOR CLUNE RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,3175,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5017437296279943,Yes,9,11,4
12/07/2013,"28 SANDYVIEW DR, RIVERSIDE, GALWAY",NA,Galway,1252,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.097604328874411,Yes,12,7,3
07/08/2015,"6 WESTON COURT, LUCAN, DUBLIN",NA,Dublin,3400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.531478917042255,Yes,7,8,3
31/01/2014,"23 Innisfallen, rookery road, killarney",NA,Kerry,1360,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.1335389083702174,Yes,31,1,1
04/03/2014,"Apt. 2 Connemara Way, Westport Road, Clifden",NA,Galway,298.93,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.4755695021274766,Yes,4,3,1
05/07/2018,"APT. 110 ALDER HOUSE, BALDOYLE, DUBLIN 13",NA,Dublin,2202.6432,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3429441527018655,Yes,5,7,3
27/05/2016,"BENAMORE, ROSCREA, CO TIPPERARY",NA,Tipperary,900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9542425094393248,Yes,27,5,2
25/05/2018,"76 APARTMENT BLOCK, KILLEGLAND WALK, ASHBOURNE",NA,Meath,1850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2671717284030137,Yes,25,5,2
18/12/2012,"Apt 28 Block 1, Beaumont Court, Beamount",NA,Dublin,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,18,12,4
04/09/2018,"5 BUENOS AIRES COURT, STRANDHILL, SLIGO",NA,Sligo,1650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2174839442139063,Yes,4,9,3
07/07/2017,"MOY LAUNDERETTE APARTMENT, CLARE STREET, BALLINA",NA,Mayo,200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.3010299956639813,Yes,7,7,3
11/05/2010,"6 Charleston Court, Bailick Rd, Midleton",NA,Cork,2567.75,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.4095527378914614,Yes,11,5,2
13/01/2017,"GLEN HOUSE, LOWER BALLYGROMAN, OVENS",NA,Cork,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,No,13,1,1
21/12/2015,"2 Custume Pier, Athlone",NA,Westmeath,837.23,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9228447817796765,No,21,12,4
19/01/2017,"STAGHALL, BELTURBET, CAVAN",NA,Cavan,2620,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4183012913197452,Yes,19,1,1
27/06/2017,"13 RIVERGATE, CRAYWELL RD, NEW ROSS",NA,Wexford,690,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.838849090737255,Yes,27,6,2
19/07/2017,"10 DIAMOND APTS, MONAGHAN, MONAGHAN",NA,Monaghan,560,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7481880270062002,Yes,19,7,3
08/11/2010,"8 Clew Bay, Mulranny, Westport",NA,Mayo,1480,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1702617153949575,Yes,8,11,4
23/12/2013,"10 Carrickmines Avenue, Carrickmines Wood, Brennanstown Road",Dublin 18,Dublin,8850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.9469432706978256,Yes,23,12,4
26/02/2015,"28 PRIORY RD, HAROLDS CROSS, DUBLIN 6W",NA,Dublin,7250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8603380065709936,Yes,26,2,1
20/12/2012,"Apartment No 13 Summerhaven, Summerhill, Carrick on Shannon",NA,Leitrim,527.7533,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.7224309575975236,Yes,20,12,4
26/11/2010,"10 A Oran Hill, Carnamuggagh Upper, Letterkenny",NA,Donegal,1315,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1189257528257768,Yes,26,11,4
09/10/2014,"8 SHANDON HALL, SHANDON PARK, MONKSTOWN",NA,Dublin,3930,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5943925503754266,Yes,9,10,4
21/12/2015,"24 GARVILLE COURT, ENNIS",NA,Clare,748.8987,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.8744230767030508,Yes,21,12,4
03/10/2014,"20 ELM PARK, GORT RD, ENNIS",NA,Clare,1450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.161368002234975,Yes,3,10,4
25/01/2013,"7 Larrix Street, Duleek",NA,Meath,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,25,1,1
09/03/2015,"TOORASKEHEEN, CLIFDEN, GALWAY",NA,Galway,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,9,3,1
24/07/2012,"27  Ballymorris Manor, Portarlington",NA,Laois,481.1,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6822353569025643,No,24,7,3
08/11/2012,"2 St Marys Place, St Marys Road, Howth",NA,Dublin,1350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.130333768495006,Yes,8,11,4
22/09/2014,"18 GRAND CANAL COURT, RIALTO, DUBLIN 8",Dublin 8,Dublin,2155.5,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3335480271899067,Yes,22,9,3
08/08/2011,"4 Newtown Heights, Knockbridge, Dundalk",NA,Louth,1270,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.103803720955957,Yes,8,8,3
23/07/2015,"114 Leixlip Park, Leixlip",NA,Kildare,2225,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3473300153169503,Yes,23,7,3
22/11/2017,"MAYFIELD HOUSE, CLONROOSKE, CLONBULLOGUE",NA,Offaly,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,22,11,4
05/04/2018,"BALLAGHMORE, MYSHALL, CARLOW",NA,Carlow,2050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.311753861055754,Yes,5,4,2
12/09/2017,"59 BEATGHSTOWN WOOD, BETTYSTOWN, MEATH",NA,Meath,3800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.57978359661681,Yes,12,9,3
15/04/2015,"7 SEVEN OAKS BALLYHOGUE, ENNISCORTHY, WEXFORD",NA,Wexford,1950,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.290034611362518,Yes,15,4,2
25/10/2012,"6 oak lawn, royal oak, santry",Dublin 9,Dublin,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,25,10,4
23/03/2018,"21 Cois na Mara, Golf Links Road, Bettystown",NA,Meath,2246.7,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.351545085306164,Yes,23,3,1
14/02/2014,"5 WESTON CRESCENT, WESTON PARK, LUCAN",NA,Dublin,3650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5622928644564746,Yes,14,2,1
10/08/2011,"No. 4 The Grove, Monageer, Enniscorthy",NA,Wexford,863.4361,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,2.936230202419676,Yes,10,8,3
19/10/2015,"34 Oakfield View, Glanmire",NA,Cork,2450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3891660843645326,Yes,19,10,4
28/05/2010,"Commons Road, Dromiskin",NA,Louth,2450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3891660843645326,Yes,28,5,2
27/09/2010,"30 The Writings, Listowel",NA,Kerry,1950,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.290034611362518,Yes,27,9,3
20/05/2010,"3  Cairnwood Avenue, Tallaght, Dublin 24",NA,Dublin,2300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.361727836017593,Yes,20,5,2
15/02/2011,"27  Kilbarron Road, Kilmore West, Artane",NA,Dublin,1450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.161368002234975,Yes,15,2,1
15/04/2014,"BRADHILL, GRANGE, NEWTOWN",NA,Kildare,4450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6483600109809315,Yes,15,4,2
28/01/2015,"89 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,2523.13,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.40193962738169,Yes,28,1,1
10/11/2014,"263 BERRYRIDGE AVE, MARYBOROUGH VILLAGE, PORTLAOISE",NA,Laois,900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9542425094393248,Yes,10,11,4
07/04/2017,"47 ST ANNES SQ, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,3970,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.598790506763115,Yes,7,4,2
19/11/2013,"74 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",NA,Meath,400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6020599913279625,Yes,19,11,4
21/06/2010,"17 the close, maryborough ridge, douglas",NA,Cork,1950,No,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.290034611362518,Yes,21,6,2
28/02/2018,"101 Ash House, Silverbanks, The Coast",Dublin 13,Dublin,2433.6284,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.386254264875967,Yes,28,2,1
03/07/2018,"24 THE COURTYARD, KILDANGAN, KILDARE",NA,Kildare,2750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.439332693830263,Yes,3,7,3
11/06/2014,"60 THE AVENUE, WOODPARK BALLINTEER, DUBLIN 16",Dublin 15,Dublin,4150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6180480967120925,Yes,11,6,2
05/10/2012,"37 Marian Place, Glin",NA,Limerick,1025,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.010723865391773,Yes,5,10,4
07/09/2016,"15 Dalriada Walk, Knocklyon, Dublin 16",Dublin 16,Dublin,2804.87,Yes,New Dwelling house /Apartment,lt_38_square_meters,Not Big,3.4479127373957486,Yes,7,9,3
21/11/2012,"16 Lissaniska, Drumcliffe Road, Ennis",NA,Clare,680,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.832508912706236,Yes,21,11,4
